about,image_url,name,title_company_location,friends,links
#linux-kernel #gnome #fedora #editor #ct,//static.sched.org/a4/475869/avatar.jpg.75x75px.jpg?2c8,Thorsten Leemhuis,"Editor,         Heise publishing group: c't / heise open",,http://www.heise.de/open/
"Dad, geek, gadget and audio equipment lover. Passionate about South Africa and business.",//pbs.twimg.com/profile_images/468832453298122752/EIcE7Ivj_bigger.jpeg,Thomas Lee,"Co-founder and CTO,         Solution Blox,Centurion, Gauteng",,"http://twitter.com/irengineer,http://www.foursquare.com/user/7058405,http://www.solutionblox.co.za"
,,Ronald Lee,"Solutions Architect,         VMware",,
,//m.c.lnkd.licdn.com/mpr/mprx/0_M3jGd3oA9HfSniSXUGaAd_VgNWsSN82XR_dgdCo3wumgwXRkzFDabGYfsFVtcbDHZG0p6L4ZK1E8,Karthik Prabhakar,"Global Cloud Architect,         Red Hat,San Francisco Bay Area",,
,https://graph.facebook.com/635322090/picture?type=normal,Kuo  Lee,"Auckland, New Zealand",,http://www.facebook.com/profile.php?id=635322090
,,Minsun Lee,KISTI,,
,,"Jeongkeun "" JK"" Lee","Mountain View, California",,http://www.facebook.com/profile.php?id=740918107
,,Robert Pohier,,,
"Dr. Craig A. Lee is a Senior Scientist in the Computer Systems Research Department of the Aerospace,Corporation. He has worked in high-performance parallel and distributed computing for the last thirty,years. This work has led to Dr. Lee's involvement in the Open Grid Forum (OGF) where he served as,President from 2007 to 2010. Dr. Lee served as the main liaison between OGF and the DMTF, SNIA,,TMF, the Open Cloud Consortium, Cloud Security Alliance, OMG, and OASIS. Dr. Lee is now on the,OGF Board of Directors and heavily involved with NIST, having contributed significantly to the NIST,Cloud Standards Roadmap and supporting the NIST Cloud Technology Roadmap. He has served on the,program committee for many conferences and workshops, and has served as a panelist for the NSF,,NASA, DOE, and as an international evaluator for INRIA. He is an associate editor of Future Generation,Computing Systems (Elsevier) and on the editorial board of the International Journal of Cloud Computing,(Inderscience). Dr. Lee has published over 70 technical works, including four book chapters and seven,edited volumes and issues.",//static.sched.org/a3/838834/avatar.jpg.75x75px.jpg?173,Craig Lee,"Senior Scientist,         Aerospace Corporation",,
,,chul gu lee,,,
,,Chris Leduc,,,
,,Dane LeBlanc,,,
"Markus Leberecht works as a data center and cloud architect in the Intel's Technical Business Development. In this position he specializes in energy efficiency at the data center, latest server technologies and cloud computing.",,Markus Leberecht,"Data Center Solution Architect,         Intel Corporation",,
,,Colin Leavett-Brown,"Research Assistant,         University of Victoria,Victoria, BC, Canada",,http://heprc.phys.uvic.ca
,//static.sched.org/a2/626410/avatar.jpg.75x75px.jpg,Ed Leafe,"Developer Experience Lead,         Rackspace Hosting,San Antonio, TX","Anne Gentle,Tristan Goode,Carina C. Zona,Dan Smith,Doug Hellmann,Emily,Everett Toews,Josh Sanderson,Joshua McKenty,Kevin Jackson,Mark McLoughlin,Mo Hassine,Jim Meyer,Richard Jones,Rob Hirschfeld,Russell Bryant,Scott Sanchez,Sean Dague,Thierry Carrez,Tim Bell",http://twitter.com/EdLeafe
"I have a lot of experience in IT outsourcing, data center construction and management, project management, and banking systems.,,I would love to learn more about business models of cloud computing and managed services, and how to offer high quality and secure services to banking and other clients in Switzerland.",//static.sched.org/a4/1499286/avatar.jpg.75x75px.jpg,Sasha Lazarevic,"Solution Manager,         BP2I,Geneva, Switzerland",,
,,Chris Lawrence,"Architect,         HP",,
,,Michel LAUDET,"Tech Lead,         Orange Business Services,Sophia Antipolis",,
,,James Lau,"Professional Service Consultant,         NetApp,San Francisco Bay Area",,"http://twitter.com/Lau3James,http://netapp.com"
,//static.sched.org/a2/643064/avatar.jpg.75x75px.jpg,Karim Latouche,"Helsinki, Finland",,http://www.facebook.com/profile.php?id=621044735
,//static.sched.org/a4/461440/avatar.jpg.75x75px.jpg,Andrew Laski,,,
,//m3.licdn.com/mpr/mprx/0_5P24iIQ1IUdsre945nfbiW8tIpuRKe94bc4bie3aqsZI723ZdvpqSHvhLA2X17cqkKa62f1cAl6P,Walter Pritchard,"Director, Global Software Analyst,         Citigroup,San Francisco Bay Area",,
,,Erik Larsson,,,
,,Kobi Laredo,"Cloud Systems Engineer,         DreamHost",,
,https://media.licdn.com/mpr/mprx/0_Vu55r8U5TtVTIZiP42knriIoTqxSwZiPZwlVriEVYAwgNpq1nEvWY_Oq7s0tHxGxR7bU0kNjHPs9,Philippe Larduinat,"Founder & CEO,         BIZ Planet,Paris Area, France",,http://www.biz-planet.eu
,,Nick Laqua,"Enterprise Architecture Lead,         Cathay Pacific Airways,HK",,http://cathaypacific.com
,,Thibaut Lapierre,"OpenStack Engineer,         Digimind,Lyon Montreal Marseille Grenob",Tim Bell,http://twitter.com/Epheo
,//pbs.twimg.com/profile_images/378800000420844277/bfa89acd028cb4f4a97c543aa33f61b9_bigger.jpeg,Evan Powell,"Palo Alto, CA","Adam Johnson,Jesse Proudman,Jonathan LaCour,Dave Neary, Red Hat,Diane Mueller,François Charlier,Ian,Josh Sanderson,Jason Baker,Joshua McKenty,Joe Arnold,John Deatherage,Kevin Jackson,Daniel Krook,Marten Hauville,Gary,Niki Acosta,Neil Levine,John Dewey,Rob Hirschfeld,Ryan  Floyd,Scott Sanchez,Timothy St. Clair,Yuriy Brodskiy",
,,Nicolas Lamirault,"Ingénieur d'études - Infrastructure et Outils de Production,         Orange Applications for Business,Bordeaux Area, France","Doug Hellmann,Julien Danjou,Nick (Nicolas) Barcet,Thierry Carrez",http://twitter.com/nlamirault
"I am interested in everything networking.  I am part of the Openstack@Cisco team and  work with L3+ services in Neutron. Specifically, I have implemented the neutron routing API  on Cisco virtual devices like CSR1kv. I also work with other  devices Nexus 1kv & ASR.",//static.sched.org/a4/1512502/avatar.jpg.75x75px.jpg,Hareesh Puthalath,"Technical Leader,         Cisco,Stockholm, Sweden",,http://www.cisco.com/web/solutions/openstack/index.html
,,Gwenael Lambrouin,"R&D Engineer,         bcom",,
"(talset),http://digitalshot.fr,,https://www.facebook.com/pages/DigitalShot-talset/267281353311934?ref=hl&bookmark_t=page",https://graph.facebook.com/100003018288173/picture?type=normal,Florian Lambert,"Redhat,Paris, France",,"http://www.facebook.com/profile.php?id=100003018288173,http://digitalshot.fr"
,,Didier Lalli,"HP Stategist, Cloud Integration Lab,         HP,Sophia Antipolis, France",,
,https://graph.facebook.com/742209390/picture?type=normal,Bertrand Lallau,"Software Architect,         Thales,Paris, France",,http://www.facebook.com/profile.php?id=742209390
,,Eric Lajoie,,,
,//static.sched.org/a4/1520956/avatar.jpg.75x75px.jpg,Mark Laird,,,
"Leader of the CompatibleOne project, Jean-Pierre Laisné is well known for his professional open source activism. Since 1992 with Pick Systems, Linbox and Bull, Jean-Pierre has been not only advocating but demonstrating the power of open source for the enterprise as a whole. President of ObjectWeb and OW2, co-founder of Aful, co-founder and president of Open World Forum, co-founder of OW2 Open Source Cloudware Initiative, Jean-Pierre has 30 years of experience in IT business.,",//static.sched.org/a2/794973/avatar.jpg.75x75px.jpg,Jean-Pierre Laisné,"Leader,         CompatibleOne",,
Open Infrastructure | Cloud Computing | Unified Communications,//static.sched.org/a4/1467674/avatar.jpg.75x75px.jpg,Patrick Laimbock,"Consultant,         Laimbock Consulting,The Hague, the Netherlands",,http://blog.laimbock.com
,,Petri Lahtinen,"Senior system specialist,         Cybercom Finland Oy,Finland",,
"Jonathan has been programming from a young age, finessing his way through many programming languages. After cutting his teeth with several smaller jobs and personal projects, Jonathan joined VertiSoft Corp. in 1997, catapulting him into the culture of ""software as a service"" well before it became an industry buzzword. Jonathan harnessed his passion for user experience in the computer science program at Georgia Tech by taking courses in psychology, cognitive science, and education. Armed with this interdisciplinary experience, Jonathan is keenly aware of how people learn and solve problems. When combined with his knowledge of technology, Jonathan is uniquely able to anticipate the needs of users and build a truly useful - and useable - interface.,In 2007, Jonathan helped found ShootQ, a web-based studio management solution for professional photographers, where he served as CTO. In 2010, ShootQ was acquired by Pictage, where Jonathan served as the Vice President of Software Products. Jonathan joined DreamHost in 2011 as Vice President of Software Development, bringing with him his experience and knowledge running engineering and product teams. In 2012, Jonathan became DreamHost's Vice President of Product and Development. In 2014, Jonathan took over the Cloud business unit at DreamHost as the Vice President of Cloud.,When not hunkered down behind his laptop, Jonathan loves spending time with his beautiful and brilliantly creative wife, Lacey, his daughter Colette, his son William, and their two dogs, Winston and Nelson. Beyond his culinary interests, Jonathan spends Saturday afternoons in the fall rooting for his alma mater and the University of Miami and enjoying his favorite southern creation - bourbon.",//static.sched.org/a3/645659/avatar.jpg.75x75px.jpg,Jonathan LaCour,"VP, Cloud,         DreamHost,Los Angeles, CA","Chet Burgess,Doug Hellmann,Joshua McKenty,Nick (Nicolas) Barcet,Russell Bryant,Ryan Petrello,Sage Weil,Scott Sanchez,Sean Roberts","http://twitter.com/cleverdevil,http://dreamhost.com"
"James Labocki is a Technical Product Manager for Red Hat Cloud Infrastructure in Red Hat's Infrastructure Group. In his role James works to shape Red Hat's roadmap for technology integration of Red Hat's Virtualization, Private Cloud, and Cloud Management offerings.  Previously, James assisted Public Sector organizations in the adoption of open source solutions for Cloud Computing and Virtualization. Prior to joining Red Hat, he worked as an engineer at Verisign and for several start-ups.",//static.sched.org/a3/859095/avatar.jpg.75x75px.jpg,James Labocki,"Product Manager, Red Hat Cloud Infrastructure,         Red Hat","Diane Mueller,Flavio Percoco,Joshua McKenty,Mark McLoughlin,Nigel Kersten,Nick (Nicolas) Barcet,Keith Basil,Neil Levine,Randy Bias,Russell Bryant,Somik Behera,Thierry Carrez,Vinny Valdez",http://twitter.com/jameslabocki
,,Thomas L,,,
,,Jouni Kytomaa,,,
",",//static.sched.org/a4/1400381/avatar.jpg.75x75px.jpg?c71,Dariusz Kwaśny,"Senior Service Architect,         LinuxPolska,Warsaw",,http://linuxpolska.pl
"Vinod Kutty is Senior Director for Enterprise Server Platforms at CME Group –- the world’s leading and most diverse derivatives marketplace. He leads hardware and operating system R&D, architecture and backend Linux support, and works with application teams to drive improvements in platform design and application performance. He has been active with the Linux Foundation in voicing end user requirements, and with several advisory boards to drive improvements in big data, cloud/virtualization, and server hardware solutions.",,Vinod Kutty,"Senior Director,         CME Group",,
,,Gregory Kurz,"Software Engineer,         IBM,Toulouse, France",,
,,Ade Lee,Red Hat,,
"I am techie worked at Google,Linkedin and Singpoare post for Infrastructure setups, always love dog fooding (one of the famous internal development at Google and I have been following Openstack quite sometime and have setup a cloud stack but next I would want to give it try in openstack to see the features and trend on it.",,Senthil Kumar,"Principal Engineer / Lead,         African Development Bank,Tunisia",,http://afdb.org
,,Krishna M Kumar,"HP,Bangalore",,
Happy to talk about Contrail and related networking technologies as part of the three legs of the stool.,,Michael Langdon,"Contrail guy,         Juniper Networks,USA",,http://www.juniper.net
"Amrith is a founder and the chief technology officer of Tesora, the company focused on delivering a database as a service platform for OpenStack. He brings over two decades of experience delivering industry-leading products for companies specializing in enterprise storage applications, fault tolerant high performance systems and massively parallel databases.,Before founding Tesora, he served as vice president of technology and product management at Dataupia, a maker of the Satori Data Warehousing platform. Prior to Dataupia, Amrith served as director and general manager at Sepaton, where he was responsible for the development of the core VTL product. Earlier, as a director of product development at Netezza, he managed end-to-end product delivery for all customers and prospects. Amrith studied Mathematics at the University of Madras (India), and management at the Indian Institute of Management, (IIM-Ahmedabad).",,Amrith Kumar,"CTO, Tesora",,
"I am a Principal Software Engineer at Red Hat, working on the OpenStack Neutron project and on Red Hat's RDO and RHOS OpenStack distributions. Throughout my career, ranging from developing digitial audio processors to large defense systems, I've been a strong advocate of and contibutor to open standards and open source.",,Robert Kukura,"Principal Software Engineer,         Red Hat,Greater Boston Area",,
,//pbs.twimg.com/profile_images/1093628564/mojefoto_bigger.jpg,Lukas Kubin,"Infrastructure Architect,         Tieto,Czech Republic",,http://twitter.com/LukasKubin
,//pbs.twimg.com/profile_images/818535182/Photo_on_2010-04-12_at_13.28__3_bigger.jpg,Michael Krotscheck,"OpenStack Developer,         HP Cloud Services,Seattle, Washington","Colette Alexander,Devananda van der Veen,Mark Atwood,Monty Taylor","http://twitter.com/krotscheck,http://www.facebook.com/profile.php?id=14231520,http://www.krotscheck.net/"
"I am coolsvap, student of software engineering, trying to get my hands dirty in the process of software development. Enthusiastic Open Source contributor and  #openstacker. thats all about business, apart from that I am cricket pankha, SACHINist, follow F1, like to ride my bike, loves technology and gadgets, few words too many, yeah! More things only when you meet me. Oh.. almost forgot, formally I am known as Swapnil Kulkarni ;)",//m.c.lnkd.licdn.com/mpr/mprx/0_SLdsnxJudk6NModtShMWnps3WTl5UWZtiTjLnpRpnk5NkD7-3iJn4y7-bfAU4mMYu6IkMULl4jO6,Swapnil S Kulkarni,"Senior Software Engineer,         Redhat,Pune, Maharashtra","Sajid Akhtar,Anne Gentle,Angus,Brian Guillemette,Jesse Proudman,Colin McNamara,Dan Smith,Devananda van der Veen,Pranav Salunke,Diane Mueller,Joshua McKenty,Joe Arnold,Joe Arnold,Mark McLoughlin,Matt Ray,Mh Raies,Perry Myers,Randy Bias,Russell Bryant,Scott Sanchez,Sean Dague,Sriram Subramanian,Thierry Carrez","http://twitter.com/tweetsvap,http://www.facebook.com/profile.php?id=100001796294593,http://www.foursquare.com/user/27143817,http://coolsvap.blogspot.com/"
,//static.sched.org/a3/894801/avatar.jpg.75x75px.jpg?19c,Alexander Kupko,"Development manager,         Mirantis,Kharkiv, Ukraine",,http://www.mirantis.com/
,https://graph.facebook.com/623277758/picture?type=normal,Ana Krivokapić,"Software Engineer,         Red Hat,Berlin, Germany",,http://www.facebook.com/profile.php?id=623277758
"VP, Sales Americas & Bus Dev,Interested in helping enterprises make Ubuntu Openstack their platform !",//static.sched.org/a4/1505216/avatar.jpg.75x75px.jpg,Mike  Kress,"Canonical USA,         Canonical USA,United States",,http://www.ubuntu.com
"Cloud Storage, REST APIs, Observability",,Jim Kremer,"Sr. Principal Engineer,         Oracle",,http://www.oracle.com
,,Julia Kreger,,,
,,Hans van Kranenburg,"Mendix,Rotterdam, NL",,
,//static.sched.org/a4/1514038/avatar.jpg.75x75px.jpg,Heiko Kr,"Anynines,Germany",,http://www.anynines.com
"MagnetoDB, Oslo, Keystone",,Sergiy Kovalyov,"Senior Development Manager,         Mirantis,Kharkiv, UA",,
"Daniel Krook is a New York area Senior Certified IT Specialist (IBM L3 Thought Leader/The Open Group L3 Distinguished) and Master Inventor. He creates compelling and powerful cloud computing solutions that differentiate IBM and drive its industry leadership. He currently delivers IBM Bluemix innovation to SoftLayer based on the OpenStack, Cloud Foundry, and Docker open source projects.",https://media.licdn.com/mpr/mprx/0_Oz05kBq-Q7NtPuxUy97VkqzhXE8Clf7UplIVkqchR2NtmwZRt1fWoN_aobhg-HmB09jUwPdmcA6U,Daniel Krook,"Senior Certified IT Specialist,         IBM,Greater New York City area","Anne Gentle,Jesse Proudman,Caroline McCrory,Paul Miller,Diane Mueller,Rich Bowen,Duncan Johnston-Watt,Emily,Thibaut Lapierre,Phil Estes,Michael Factor,Ferran Rodenas,James Labocki,Josh Sanderson,Joshua McKenty,Marten Hauville,Mark Atwood,Mark McLoughlin,Matt Ray,Michael Elder,Mo Hassine,Gary,Rainya Mosher,Randy Bias,John Dewey,Rob Hirschfeld,Sean M. Collins,Scott Sanchez,Shamail Tahir,Somik Behera,Steve Martinelli,Thierry Carrez,Tim Bell,Vince Brunssen,Joe Wigglesworth","http://twitter.com/DanielKrook,http://krook.info"
,,Artur Korzeniewski,"Software Engineer,         Intel,Gdansk, Poland",,
"Alexandre Lefebvre   (PhD) is Project Manager at UShareSoft, in charge of UForge customer   delivery. He has more of 25 years of experience in R&D in the   middleware, open source and cloud areas. Prior to UShareSoft, Alexandre was   CTO of the OW2 Open Source Consortium, and held several technical and   management positions at Orange Labs. Alexandre was a speaker at Cloud Expo   Europe 2014, Community Leadership Summit, most annual OW2con, Open World   Forum 2011, and Devoxx 2008.",//static.sched.org/a4/1397098/avatar.jpg.75x75px.jpg,Alexandre Lefebvre,"Project Manager,         UShareSoft,Grenoble, France",,http://www.usharesoft.com
"Andrey Korolyov is a twenty-five year old engineer working currently both for Flops.ru as cofounder and for Mirantis as an employee, planning and implementing architecture in the first and doing stuff related to the Fuel product in second.",https://media.licdn.com/mpr/mprx/0_ByD7XF_J4m4-_QOVBZppX5QUqf703QxVJ4JrX58IIoUaOGesRsj_ELqLVTf3CTY9nxflIGt-5Ge5,Andrey Korolyov,"Cofounder,         Flops,Moscow, Russian Federation",,https://flops.ru
,https://graph.facebook.com/100004036574492/picture?type=normal,Paweł Koniszewski,"Intel,Gdansk, Poland","Szymon,Michał Dulko",http://www.facebook.com/profile.php?id=100004036574492
,https://graph.facebook.com/623362794/picture?type=normal,Ivan Kolodyazhny,"Software Engineer,         Mirantis,Kharkov, Ukraine","Darya Kalmykova,Pavlo Shchelokovskyy,Sergey Brook,Oleksii Kolodiazhnyi,Ilya,Yuri  Shovkoplias","http://www.facebook.com/profile.php?id=623362794,http://blog.e0ne.info"
,,Boyan Krosnov,"Chief of Product,         StorPool Storage",,
Unix and opensource enthusiast!,//m.c.lnkd.licdn.com/mpr/mprx/0_gxkFOr8eTAlmmplh0Jq4OtcdiKvm2VThxjKZOPFJpPTY1Yn8AMNIK1PcD4zl7j82yyQJAqv-J-MU,Raimond Kollman,"Hoofd Fieldmanagers,         Snow B.V.,Utrecht Area, Netherlands",,http://snow..nl
"Gary Kotton is a Staff Engineer at VMware, a  core Neutron developer and a major contributor to Nova. Prior to working at VMware, Gary was Principal Software Engineer and a core Quantum developer at Red Hat, Senior Architect at Radware and a developer at Algorithmic Research. Gary holds a Bs.C in Mathematics and Computer Science from the University of the Witwatersrand and a Ms.C in Computer Science from the Tel Aviv University.",//static.sched.org/a2/460419/avatar.jpg.75x75px.jpg,Gary Kotton,"Staff Engineer,         VMware",,http://www.vmware.com
,https://media.licdn.com/mpr/mprx/0_IP83M26rAX2ky9g_Wql-M7Xl16MdKvS_WNNYM7ka2iSJ7AsibvKDcfrhjeJ91tu7oKC0nHnov-eI,Pavlo Kokhan,"Enterprise Architect,         Oracle,Reading, United Kingdom",,
"Johanna Koester is Program Director of Open Cloud Technology for IBM with global responsibility for strategy and management of IBM’s Open Cloud Technology initiative. She is an outspoken advocate for the power of Open Technologies for Cloud as she manages a global team that works across international open source and standards organizations to foster development of the next generation of Open Cloud Technology to drive interoperability and speed of innovation for our clients. She has the great pleasure of working with organizations such as the OpenStack Foundation, Cloud Foundry, Docker and more to help promote adoption of their respective technologies. In her prior life at IBM, she held leadership roles in the Retail industry from development to marketing strategy. She holds an undergraduate degree in Computer Science and Math and well as an MBA. You can find more background information as well her views on Open Cloud Technologies on Twitter @jokoester .",//static.sched.org/a4/639655/avatar.jpg.75x75px.jpg?077,Johanna Koester,"Program Director, Cloud Standards and Open Source,         IBM,RTP, NC",,http://thoughtsoncloud.com/author/jkoester/
,,Camille Kokozaki,,,
Marc is OpenStack QA core team member and supports the quality of OpenStack with feature development and code reviews. He also was one of the organizers of the mid-cylce meetup QA/Infra in Germany 2014.At Deutsche Telekom AG he is a driver for the cloud initiative and tries to show how a carrier can benefit from open and free systems like OpenStack. In his role as Cloud Technology Software Developer he is working closely with cloud operators and architects.,https://media.licdn.com/mpr/mprx/0_r9mLMn9AXQ8xKfx7-B2VMq3YX55lrEa7-tssMzKfRilTfaJfyrYdcvX3oeLmPSf_AzuRntCxHZcl,Marc Koderer,"Senior Cloud Technologist,         Deutsche Telekom,Germany","Dennis,Daniel Schabarum,Masayuki Igawa,Matthew Treinish,Arturo Suarez,Timur  Nurlygayanov,Uwe Schreiber",
"Storage, networking, KVM optimisation... infrastructure things.",,Mikael Knutsson,"Developer, Systems Operations,         Quinyx AB,Stockholm, Sweden",,http://www.quinyx.com
"Work for IBM on OpenStack since Nov 2012, now Keystone core.,,Previously worked on IBM Blue Gene supercomputer system.",,Brant Knudson,"Software Engineer,         IBM,Rochester, MN, USA",,http://www.ibm.com
Making OpenStack work in production,//static.sched.org/a4/1513295/avatar.jpg.75x75px.jpg,Lorens Kockum,"Systems Engineer,         ARKEA",,
,//static.sched.org/a4/1500541/avatar.jpg.75x75px.jpg,Clinton Knight,"Sr. Software Engineer,         NetApp,RTP, NC, USA",,
"Greg is the Hitachi Data Systems Technology Evangelist and helps drive and communicate the vision and application of Hitachi Data Systems technology through various channels. Greg is also the host of the Speaking in Tech Podcast which is distributed by Europe's largest tech publication, The Register. Greg has over 15 years experience using, deploying and marketing enterprise IT solutions.",//static.sched.org/a4/1080664/avatar.jpg.75x75px.jpg?207,Greg Knieriemen,"Hitachi Data Systems Technology Evangelist,         Hitachi",,
,//static.sched.org/a4/1487581/avatar.jpg.75x75px.jpg,Nikola Knezevic,"Researcher, Security and Systems,         IBM Research - Zurich,Zurich, Switzerland",,
,https://media.licdn.com/mpr/mprx/0_M5umgFy0qBs2sLA2JXSlgkpjNtd3nLA2RFZAgkRawqjAWT6uz_yC1X7hsxWOzGrhZQmKti5bZgIJ,Ales Komarek,"cloud software engineer,         tcp cloud,Czech Republic",,http://tcpcloud.eu/en
,,Dmitry Klenov,"Development manager,         Mirantis inc,Saratov",,http://www.mirantis.com
Igényesség nélkül nincs boldogtalanság,https://media.licdn.com/mpr/mprx/0_iWKW8jxcGVL96ytqSfPV8xpUGOKnQ01qTIk98YYXjRkQMUXN7785aOoo2KrWL4-4GEtB7J8idSRK,Mark Korondi,"Cloud Engineer,         IBM Research Zurich,Rüschlikon, Switzerland",,"http://twitter.com/kmARC,http://www.facebook.com/profile.php?id=1617423160"
,,Eric Larrivee,"Systems Engineer,         Cisco,San Jose",,http://www.cisco.com
,//static.sched.org/a4/1506760/avatar.jpg.75x75px.jpg,Andreas Kleber,"Business Manager,         BDT Media Automation GmbH,Germany",,
,,John Kjell,"Principal Software Engineer,         Symantec,Roseville, MN",,
,,Nobuhiko Kishinoue,,,
,,Nik Kishinoue,"NEC Corporation,Japan",,
,,Joseph Klein,,,
All about OpenStack!,,Woong Kim,"R&D,         NTT Communications,Tokyo, Japan",,
,,Uli Kleber,,,
,//static.sched.org/a3/1156324/avatar.jpg.75x75px.jpg,Jincheol Kim,"Manager, Software Engineer,         SK Telecom,Seoul",,
,,Toshihiro Kikuchi,,,
,,Goro Kikuchi,,,
"""Remember that everyone you meet is afraid of something, loves something, and has lost something"" -Proverb",https://graph.facebook.com/24415614/picture?type=normal,Liz Kiewiet,"Cisco Systems,Durham, North Carolina",,"http://www.facebook.com/profile.php?id=24415614,http://lizkiewiet.blogspot.com"
,,Wassim EL Khoury,,,
"Nathan is a Software Engineering Manager at Red Hat, where he manages the development of the identity and security related components of the Red Hat Enterprise Linux OpenStack Platform, Red Hat Directory Server, and Red Hat Certificate System products.  He is an active member of the OpenStack Security Group, and regularly contributes to the Keystone project.  He has been a developer on the 389 Directory Server project since it's inception, and has a long history of working with LDAP and X.509 certificate management.",//static.sched.org/a4/1080638/avatar.jpg.75x75px.jpg,Nathan Kinder,"Software Engineering Manager,         Red Hat",,
,//static.sched.org/a4/1470280/avatar.jpg.75x75px.jpg,Hussein Khazaal,"Business Development Manager,         Nuage Networks,Mountain View, Ca - USA",,http://www.nuagenetworks.net
,https://graph.facebook.com/649804337/picture?type=normal,Tariq Khan,"Lindenhurst, New York",,http://www.facebook.com/profile.php?id=649804337
,//static.sched.org/a4/1140784/avatar.jpg.75x75px.jpg?29d,Fawad Khaliq,"Software Engineer,         PLUMgrid Inc.,San Francisco Bay Area",,
Brava giovanna... brava!,https://graph.facebook.com/1548687116/picture?type=normal,Ivar Lazzaro,"Member of Technical Staff,         Embrane,Santa Clara, California",,http://www.facebook.com/profile.php?id=1548687116
,,Eric Kessels,"CTO,         Fairbanks NV,Eindhoven Area, Netherlands",Joshua McKenty,"http://twitter.com/Eric_Kessels,http://www.fairbanks.nl"
"Sudhir is Product Development Leader and Engineering Manager at Ericsson, heading one of the core development units for Ericsson Cloud Manager. He has 14 years of experience in Telecom industry working in different roles related to Software Development and Architecture. He holds a Masters degree in Computer Science.",,Sudhir Kethamakka,"Product Development Leader,         Ericsson,USA",,
,//static.sched.org/a4/912273/avatar.jpg.75x75px.jpg,Nigel Kersten,"CIO,         Puppet Labs,Portland, OR, USA","Colin McNamara,Joshua McKenty,Maish Saidel-Keesing,Matt Ray,Randy Bias,Rob Hirschfeld,Shannon McFarland,Tim Bell","http://twitter.com/nigelkersten,http://puppetlabs.com"
,,John Klassa,Netapp,,
"Technology Journalist, Hacker and Klingon Activist.",//m.c.lnkd.licdn.com/mpr/mprx/0_Y5gdzlZtLQCCne7-ybmVz1Ulb_KinDO-yCWnz-ZCZLk1WWdt-_SLUt2uWmrpzo0OxQxcVvo29shE,Sean Kerner,"Senior Editor,         eWEEK/InternetNews,Coruscant",,
,,Sabri Caglan Kesim,,,
"Ben Kepes is a technology evangelist, an investor, a commentator and a business adviser. Ben covers the convergence of technology, mobile, ubiquity and agility, all enabled by the Cloud. His areas of interest extend to enterprise software, software integration, financial/accounting software, platforms and infrastructure as well as articulating technology simply for everyday users.",//a1.twimg.com/profile_images/627691629/4103460025_d35d290c7a_b_bigger.jpg,Ben Kepes,"Technology Evangelist,         Diversity Limited,New Zealand",,
,//pbs.twimg.com/profile_images/3094386293/f614d9a086672cbedf5eaa2dd6703012_bigger.jpeg,Darren Kenny,"Principal Software Engineer,         Oracle,Dublin, Ireland","David Comay,Glynn Foster","http://twitter.com/dar_k,http://www.facebook.com/profile.php?id=781284379"
,,John Kennedy,,,
,,Tatsuro Kimura,"NTT,Japan",,
,,Lars Kellogg-Stedman,,,
I'm a team/tech lead in workload mobility department. During last year I worked closely with workloads migration and migration automation in particular.,//static.sched.org/a4/1512532/avatar.jpg.75x75px.jpg,Oleksii Kolodiazhnyi,"Senior Deployment Engineer,         Mirantis Inc. UA,Kharkov, Ukraine","Darya Kalmykova,Evgeniya Shumakher,Ivan Kolodyazhny,Pavlo Shchelokovskyy,Sergey Brook,Ilya,Yuri  Shovkoplias","http://www.facebook.com/profile.php?id=1411495655,http://mirantis.com"
,,Abhishek Kekane,,,
,,Paul Kehrer,,,
,,Koteswara Rao Kelam,"Software Engineer,         HP,Bangalore",,
,//static.sched.org/a4/1505203/avatar.jpg.75x75px.jpg,Matt Keenan,,,
Jonathan Kelly is an Openstack Private Cloud Architect at Rackspace.  He has been involved with Openstack since the Bexar summit.,,Jonathan Kelly,"Openstack Architect,         Rackspace,San Antonio",,
"Seamus Keane is a Senior Consultant under the Ericsson Global Competence Hub for Consulting. Seamus specializes on strategy and business development for telecoms and technology companies working across diverse geographic and market conditions. He is responsible for program and project management with small to large size teams, complex matrix organisations, and global scope. His experience spans telecoms, cloud computing, software, internet and manufacturing industries. His areas of expertise are strategy and market development, cloud computing, program management, value creation and business cases, and vertical business segments.",,Seamus Keane,"Strategy Consultant,         Ericsson",,
"Alan possesses over 15 years R&D experience in the Telecom Networks, Mobile networking and Fixed Broadband network technologies. Alan graduated from Trinity College Dublin in 1998 with a double Degree BA, BAI Hons in Computer Engineering and Mathematics. Constantly working on Innovative solutions to address the market needs in the Mobile and Fixed Broadband Networks Alan has spent the past few years working on Cloud Technologies and design and building innovative solutions for the Cloud.,Prior to Alan s current role as Cloud Architect, System Design and Product Strategy he worked at Ericsson Berkeley Research labs on GPRS and Mobile Packet Backbone Networks inventing several first major network features and pioneering products which are used in many large 3G mobile Provider networks today in the areas of DNS, DHCP, WLAN, RADIUS, VPN services, mobile security systems, NAT and Virtual Security Systems. Alan continued working in the Research and Development field in the Mobile Network space and worked on Fixed Mobile Convergence, IPv6, subscriber management and Policy Service Engines, designing and prototyping these technologies.",,Alan Kavanagh,"Expert Cloud System Architect,,         Ericsson AB,Canada/Sweden",,
,,Sukrat kaushik,,,
